atoms,sample_len,interaction_time,atom_distance,geometry,encoding,waveform,nbr_atoms,edge_size,QFIMrank
1,2,100,10,grid_lattice,both,Constant,NaN,Nan,2
1,2,1000,4,grid_lattice,amplitude,Constant,NaN,Nan,2
1,2,1000,4,grid_lattice,detuning,Constant,NaN,Nan,0
1,2,1000,4,grid_lattice,both,Constant,NaN,Nan,2
1,2,1000,5,grid_lattice,amplitude,Constant,NaN,Nan,2
1,2,1000,5,grid_lattice,detuning,Constant,NaN,Nan,0
1,2,1000,5,grid_lattice,both,Constant,NaN,Nan,2
1,2,1000,7,grid_lattice,amplitude,Constant,NaN,Nan,2
1,2,1000,7,grid_lattice,detuning,Constant,NaN,Nan,0
1,2,1000,7,grid_lattice,both,Constant,NaN,Nan,2
1,2,1000,10,grid_lattice,amplitude,Constant,NaN,Nan,2
1,2,1000,10,grid_lattice,detuning,Constant,NaN,Nan,0
1,2,1000,10,grid_lattice,both,Constant,NaN,Nan,2
1,3,16,4,grid_lattice,amplitude,Constant,NaN,Nan,3
1,3,16,4,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,16,4,grid_lattice,both,Constant,NaN,Nan,2
1,3,16,5,grid_lattice,amplitude,Constant,NaN,Nan,3
1,3,16,5,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,16,5,grid_lattice,both,Constant,NaN,Nan,2
1,3,16,7,grid_lattice,amplitude,Constant,NaN,Nan,3
1,3,16,7,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,16,7,grid_lattice,both,Constant,NaN,Nan,2
1,3,16,10,grid_lattice,amplitude,Constant,NaN,Nan,3
1,3,16,10,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,16,10,grid_lattice,both,Constant,NaN,Nan,2
1,3,20,4,grid_lattice,amplitude,Constant,NaN,Nan,2
1,3,20,4,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,20,4,grid_lattice,both,Constant,NaN,Nan,2
1,3,20,5,grid_lattice,amplitude,Constant,NaN,Nan,2
1,3,20,5,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,20,5,grid_lattice,both,Constant,NaN,Nan,2
1,3,20,7,grid_lattice,amplitude,Constant,NaN,Nan,2
1,3,20,7,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,20,7,grid_lattice,both,Constant,NaN,Nan,2
1,3,20,10,grid_lattice,amplitude,Constant,NaN,Nan,2
1,3,20,10,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,20,10,grid_lattice,both,Constant,NaN,Nan,2
1,3,30,4,grid_lattice,amplitude,Constant,NaN,Nan,3
1,3,30,4,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,30,4,grid_lattice,both,Constant,NaN,Nan,2
1,3,30,5,grid_lattice,amplitude,Constant,NaN,Nan,3
1,3,30,5,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,30,5,grid_lattice,both,Constant,NaN,Nan,2
1,3,30,7,grid_lattice,amplitude,Constant,NaN,Nan,3
1,3,30,7,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,30,7,grid_lattice,both,Constant,NaN,Nan,2
1,3,30,10,grid_lattice,amplitude,Constant,NaN,Nan,3
1,3,30,10,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,30,10,grid_lattice,both,Constant,NaN,Nan,2
1,3,100,4,grid_lattice,amplitude,Constant,NaN,Nan,1
1,3,100,4,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,100,4,grid_lattice,both,Constant,NaN,Nan,2
1,3,100,5,grid_lattice,amplitude,Constant,NaN,Nan,1
1,3,100,5,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,100,5,grid_lattice,both,Constant,NaN,Nan,2
1,3,100,7,grid_lattice,amplitude,Constant,NaN,Nan,1
1,3,100,7,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,100,7,grid_lattice,both,Constant,NaN,Nan,2
1,3,100,10,grid_lattice,amplitude,Constant,NaN,Nan,1
1,3,100,10,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,100,10,grid_lattice,both,Constant,NaN,Nan,2
1,3,1000,4,grid_lattice,amplitude,Constant,NaN,Nan,1
1,3,1000,4,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,1000,4,grid_lattice,both,Constant,NaN,Nan,2
1,3,1000,5,grid_lattice,amplitude,Constant,NaN,Nan,1
1,3,1000,5,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,1000,5,grid_lattice,both,Constant,NaN,Nan,2
1,3,1000,7,grid_lattice,amplitude,Constant,NaN,Nan,1
1,3,1000,7,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,1000,7,grid_lattice,both,Constant,NaN,Nan,2
1,3,1000,10,grid_lattice,amplitude,Constant,NaN,Nan,1
1,3,1000,10,grid_lattice,detuning,Constant,NaN,Nan,0
1,3,1000,10,grid_lattice,both,Constant,NaN,Nan,2
1,4,16,4,grid_lattice,amplitude,Constant,NaN,Nan,3
1,4,16,4,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,16,4,grid_lattice,both,Constant,NaN,Nan,2
1,4,16,5,grid_lattice,amplitude,Constant,NaN,Nan,3
1,4,16,5,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,16,5,grid_lattice,both,Constant,NaN,Nan,2
1,4,16,7,grid_lattice,amplitude,Constant,NaN,Nan,3
1,4,16,7,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,16,7,grid_lattice,both,Constant,NaN,Nan,2
1,4,16,10,grid_lattice,amplitude,Constant,NaN,Nan,3
1,4,16,10,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,16,10,grid_lattice,both,Constant,NaN,Nan,2
1,4,20,4,grid_lattice,amplitude,Constant,NaN,Nan,4
1,4,20,4,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,20,4,grid_lattice,both,Constant,NaN,Nan,2
1,4,20,5,grid_lattice,amplitude,Constant,NaN,Nan,4
1,4,20,5,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,20,5,grid_lattice,both,Constant,NaN,Nan,2
1,4,20,7,grid_lattice,amplitude,Constant,NaN,Nan,4
1,4,20,7,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,20,7,grid_lattice,both,Constant,NaN,Nan,2
1,4,20,10,grid_lattice,amplitude,Constant,NaN,Nan,4
1,4,20,10,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,20,10,grid_lattice,both,Constant,NaN,Nan,2
1,4,30,4,grid_lattice,amplitude,Constant,NaN,Nan,3
1,4,30,4,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,30,4,grid_lattice,both,Constant,NaN,Nan,2
1,4,30,5,grid_lattice,amplitude,Constant,NaN,Nan,3
1,4,30,5,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,30,5,grid_lattice,both,Constant,NaN,Nan,2
1,4,30,7,grid_lattice,amplitude,Constant,NaN,Nan,3
1,4,30,7,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,30,7,grid_lattice,both,Constant,NaN,Nan,2
1,4,30,10,grid_lattice,amplitude,Constant,NaN,Nan,3
1,4,30,10,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,30,10,grid_lattice,both,Constant,NaN,Nan,2
1,4,100,4,grid_lattice,amplitude,Constant,NaN,Nan,1
1,4,100,4,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,100,4,grid_lattice,both,Constant,NaN,Nan,2
1,4,100,5,grid_lattice,amplitude,Constant,NaN,Nan,1
1,4,100,5,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,100,5,grid_lattice,both,Constant,NaN,Nan,2
1,4,100,7,grid_lattice,amplitude,Constant,NaN,Nan,1
1,4,100,7,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,100,7,grid_lattice,both,Constant,NaN,Nan,2
1,4,100,10,grid_lattice,amplitude,Constant,NaN,Nan,1
1,4,100,10,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,100,10,grid_lattice,both,Constant,NaN,Nan,2
1,4,1000,4,grid_lattice,amplitude,Constant,NaN,Nan,3
1,4,1000,4,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,1000,4,grid_lattice,both,Constant,NaN,Nan,2
1,4,1000,5,grid_lattice,amplitude,Constant,NaN,Nan,3
1,4,1000,5,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,1000,5,grid_lattice,both,Constant,NaN,Nan,2
1,4,1000,7,grid_lattice,amplitude,Constant,NaN,Nan,3
1,4,1000,7,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,1000,7,grid_lattice,both,Constant,NaN,Nan,2
1,4,1000,10,grid_lattice,amplitude,Constant,NaN,Nan,3
1,4,1000,10,grid_lattice,detuning,Constant,NaN,Nan,0
1,4,1000,10,grid_lattice,both,Constant,NaN,Nan,2
