atoms,sample_len,interaction_time,atom_distance,geometry,encoding,waveform,nbr_atoms,edge_size,QFIMrank
9,7,1000,10,grid_lattice,both,Constant,NaN,Nan,7
9,7,1000,15,grid_lattice,amplitude,Constant,NaN,Nan,7
9,7,1000,15,grid_lattice,detuning,Constant,NaN,Nan,0
9,7,1000,15,grid_lattice,both,Constant,NaN,Nan,7
9,8,16,4,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,16,4,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,16,4,grid_lattice,both,Constant,NaN,Nan,8
9,8,16,5,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,16,5,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,16,5,grid_lattice,both,Constant,NaN,Nan,8
9,8,16,10,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,16,10,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,16,10,grid_lattice,both,Constant,NaN,Nan,8
9,8,16,15,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,16,15,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,16,15,grid_lattice,both,Constant,NaN,Nan,8
9,8,20,4,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,20,4,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,20,4,grid_lattice,both,Constant,NaN,Nan,8
9,8,20,5,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,20,5,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,20,5,grid_lattice,both,Constant,NaN,Nan,8
9,8,20,10,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,20,10,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,20,10,grid_lattice,both,Constant,NaN,Nan,8
9,8,20,15,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,20,15,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,20,15,grid_lattice,both,Constant,NaN,Nan,8
9,8,30,4,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,30,4,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,30,4,grid_lattice,both,Constant,NaN,Nan,8
9,8,30,5,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,30,5,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,30,5,grid_lattice,both,Constant,NaN,Nan,8
9,8,30,10,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,30,10,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,30,10,grid_lattice,both,Constant,NaN,Nan,8
9,8,30,15,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,30,15,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,30,15,grid_lattice,both,Constant,NaN,Nan,8
9,8,100,4,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,100,4,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,100,4,grid_lattice,both,Constant,NaN,Nan,8
9,8,100,5,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,100,5,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,100,5,grid_lattice,both,Constant,NaN,Nan,8
9,8,100,10,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,100,10,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,100,10,grid_lattice,both,Constant,NaN,Nan,8
9,8,100,15,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,100,15,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,100,15,grid_lattice,both,Constant,NaN,Nan,8
9,8,1000,4,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,1000,4,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,1000,4,grid_lattice,both,Constant,NaN,Nan,8
9,8,1000,5,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,1000,5,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,1000,5,grid_lattice,both,Constant,NaN,Nan,8
9,8,1000,10,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,1000,10,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,1000,10,grid_lattice,both,Constant,NaN,Nan,8
9,8,1000,15,grid_lattice,amplitude,Constant,NaN,Nan,8
9,8,1000,15,grid_lattice,detuning,Constant,NaN,Nan,0
9,8,1000,15,grid_lattice,both,Constant,NaN,Nan,8
9,9,16,4,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,16,4,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,16,4,grid_lattice,both,Constant,NaN,Nan,9
9,9,16,5,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,16,5,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,16,5,grid_lattice,both,Constant,NaN,Nan,9
9,9,16,10,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,16,10,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,16,10,grid_lattice,both,Constant,NaN,Nan,9
9,9,16,15,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,16,15,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,16,15,grid_lattice,both,Constant,NaN,Nan,9
9,9,20,4,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,20,4,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,20,4,grid_lattice,both,Constant,NaN,Nan,9
9,9,20,5,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,20,5,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,20,5,grid_lattice,both,Constant,NaN,Nan,9
9,9,20,10,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,20,10,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,20,10,grid_lattice,both,Constant,NaN,Nan,9
9,9,20,15,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,20,15,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,20,15,grid_lattice,both,Constant,NaN,Nan,9
9,9,30,4,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,30,4,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,30,4,grid_lattice,both,Constant,NaN,Nan,9
9,9,30,5,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,30,5,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,30,5,grid_lattice,both,Constant,NaN,Nan,9
9,9,30,10,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,30,10,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,30,10,grid_lattice,both,Constant,NaN,Nan,9
9,9,30,15,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,30,15,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,30,15,grid_lattice,both,Constant,NaN,Nan,9
9,9,100,4,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,100,4,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,100,4,grid_lattice,both,Constant,NaN,Nan,9
9,9,100,5,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,100,5,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,100,5,grid_lattice,both,Constant,NaN,Nan,9
9,9,100,10,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,100,10,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,100,10,grid_lattice,both,Constant,NaN,Nan,9
9,9,100,15,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,100,15,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,100,15,grid_lattice,both,Constant,NaN,Nan,9
9,9,1000,4,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,1000,4,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,1000,4,grid_lattice,both,Constant,NaN,Nan,9
9,9,1000,5,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,1000,5,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,1000,5,grid_lattice,both,Constant,NaN,Nan,9
9,9,1000,10,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,1000,10,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,1000,10,grid_lattice,both,Constant,NaN,Nan,9
9,9,1000,15,grid_lattice,amplitude,Constant,NaN,Nan,9
9,9,1000,15,grid_lattice,detuning,Constant,NaN,Nan,0
9,9,1000,15,grid_lattice,both,Constant,NaN,Nan,9
16,1,16,4,grid_lattice,amplitude,Constant,NaN,Nan,1
16,1,16,4,grid_lattice,detuning,Constant,NaN,Nan,0
16,1,16,4,grid_lattice,both,Constant,NaN,Nan,1
16,1,16,5,grid_lattice,amplitude,Constant,NaN,Nan,1
16,1,16,5,grid_lattice,detuning,Constant,NaN,Nan,0
16,1,16,5,grid_lattice,both,Constant,NaN,Nan,1
16,1,16,7,grid_lattice,amplitude,Constant,NaN,Nan,1
16,1,16,7,grid_lattice,detuning,Constant,NaN,Nan,0
16,1,16,4,grid_lattice,amplitude,Constant,NaN,Nan,1
16,1,16,4,grid_lattice,detuning,Constant,NaN,Nan,0
16,1,16,4,grid_lattice,both,Constant,NaN,Nan,1
16,1,16,5,grid_lattice,amplitude,Constant,NaN,Nan,1
16,1,16,5,grid_lattice,detuning,Constant,NaN,Nan,0
16,1,16,5,grid_lattice,both,Constant,NaN,Nan,1
16,1,16,7,grid_lattice,amplitude,Constant,NaN,Nan,1
16,1,16,7,grid_lattice,detuning,Constant,NaN,Nan,0
16,1,16,7,grid_lattice,both,Constant,NaN,Nan,1
16,1,16,10,grid_lattice,amplitude,Constant,NaN,Nan,1
16,1,16,10,grid_lattice,detuning,Constant,NaN,Nan,0
16,1,16,10,grid_lattice,both,Constant,NaN,Nan,1
16,1,20,4,grid_lattice,amplitude,Constant,NaN,Nan,1
16,1,20,4,grid_lattice,detuning,Constant,NaN,Nan,0
16,1,20,4,grid_lattice,both,Constant,NaN,Nan,1
16,1,20,5,grid_lattice,amplitude,Constant,NaN,Nan,1
16,1,20,5,grid_lattice,detuning,Constant,NaN,Nan,0
16,1,20,5,grid_lattice,both,Constant,NaN,Nan,1
16,1,20,7,grid_lattice,amplitude,Constant,NaN,Nan,1
16,1,20,7,grid_lattice,detuning,Constant,NaN,Nan,0
16,1,20,7,grid_lattice,both,Constant,NaN,Nan,1
